item_id,item_type,repo,title,status,created_date,link,notes
compliance-tracker#1161,pr,FChecklist/compliance-tracker,Tier-4 aider+litellm real execution path test,open,2026-08-14T13:26:28Z,https://github.com/FChecklist/compliance-tracker/pull/1161,
compliance-tracker#1156,pr,FChecklist/compliance-tracker,RCA: UMR-20260807-143102-a7e5 killed,open,2026-08-14T12:56:32Z,https://github.com/FChecklist/compliance-tracker/pull/1156,
compliance-tracker#1150,pr,FChecklist/compliance-tracker,RCA: UMR-20260807-063851-df5e killed,open,2026-08-14T12:19:33Z,https://github.com/FChecklist/compliance-tracker/pull/1150,
compliance-tracker#1148,pr,FChecklist/compliance-tracker,"docs: RCA for UMR-20260814-095518-ec65 (status-run) -- write-back gap already self-corrected, no fix needed",open,2026-08-14T12:17:21Z,https://github.com/FChecklist/compliance-tracker/pull/1148,
compliance-tracker#1147,pr,FChecklist/compliance-tracker,"RCA: UMR-20260807-153242-ee23, status=killed mislabeled decline",open,2026-08-14T11:40:15Z,https://github.com/FChecklist/compliance-tracker/pull/1147,
compliance-tracker#1145,pr,FChecklist/compliance-tracker,fix OCID-020 cat23: consistent per-host brand plus real pre-auth help across signup pricing contact,open,2026-08-14T10:15:29Z,https://github.com/FChecklist/compliance-tracker/pull/1145,
compliance-tracker#1144,pr,FChecklist/compliance-tracker,RCA: UMR-20260806-223456-68d7 killed,open,2026-08-14T09:40:22Z,https://github.com/FChecklist/compliance-tracker/pull/1144,
compliance-tracker#1141,pr,FChecklist/compliance-tracker,RCA: UMR-20260807-101751-68ff killed,open,2026-08-14T08:34:55Z,https://github.com/FChecklist/compliance-tracker/pull/1141,
compliance-tracker#1140,pr,FChecklist/compliance-tracker,RCA: UMR-20260807-063918-f15d killed,open,2026-08-14T08:34:00Z,https://github.com/FChecklist/compliance-tracker/pull/1140,
compliance-tracker#1138,pr,FChecklist/compliance-tracker,"docs: RCA UMR-20260813-171554-e01e killed, real dispatch was duplicate of already-merged PR #1081, corrected to completed",open,2026-08-14T08:29:44Z,https://github.com/FChecklist/compliance-tracker/pull/1138,
compliance-tracker#1137,pr,FChecklist/compliance-tracker,docs: close out worker/task-20260808-175102 (OCID-020/021) checkpoint record -- no PR ever opened for it,open,2026-08-14T08:07:02Z,https://github.com/FChecklist/compliance-tracker/pull/1137,
compliance-tracker#1136,pr,FChecklist/compliance-tracker,RCA: UMR-20260807-101751-68ff killed,open,2026-08-14T07:42:19Z,https://github.com/FChecklist/compliance-tracker/pull/1136,
compliance-tracker#1133,pr,FChecklist/compliance-tracker,docs: RCA of UMR-20260813-130245-6a26 -- genuine stuck-task kill + finished its real stranded remaining scope (PR veridian-scripts#357),open,2026-08-14T06:25:38Z,https://github.com/FChecklist/compliance-tracker/pull/1133,
compliance-tracker#1132,pr,FChecklist/compliance-tracker,"docs: RCA of UMR-20260808-150937-43d0 -- correctly closed, false-positive stuck-task kill already fixed elsewhere",open,2026-08-14T06:24:32Z,https://github.com/FChecklist/compliance-tracker/pull/1132,
compliance-tracker#1131,pr,FChecklist/compliance-tracker,"docs: RCA of UMR-20260808-215121-1e87, correctly-killed deliberate test probe (3rd confirmation)",open,2026-08-14T06:21:34Z,https://github.com/FChecklist/compliance-tracker/pull/1131,
compliance-tracker#1129,pr,FChecklist/compliance-tracker,"docs: RCA UMR-20260807-143102-a7e5 killed -- correct decline, scope since completed elsewhere",open,2026-08-14T05:22:53Z,https://github.com/FChecklist/compliance-tracker/pull/1129,
compliance-tracker#1126,pr,FChecklist/compliance-tracker,"docs: RCA of UMR-20260807-063851-df5e -- correctly killed, no mislabel",open,2026-08-14T02:22:33Z,https://github.com/FChecklist/compliance-tracker/pull/1126,
compliance-tracker#1125,pr,FChecklist/compliance-tracker,RCA: UMR-20260807-063903-f604 killed,open,2026-08-14T02:21:27Z,https://github.com/FChecklist/compliance-tracker/pull/1125,
compliance-tracker#1121,pr,FChecklist/compliance-tracker,docs: re-confirm RCA for UMR-20260807-101603-d1bc already complete (duplicate dispatch),open,2026-08-14T01:49:17Z,https://github.com/FChecklist/compliance-tracker/pull/1121,
compliance-tracker#1119,pr,FChecklist/compliance-tracker,"docs: RCA UMR-20260808-150937-43d0 killed, duplicate of already merged fix PR 296, plus live checkout drift hotfix",open,2026-08-13T23:26:38Z,https://github.com/FChecklist/compliance-tracker/pull/1119,
compliance-tracker#1117,pr,FChecklist/compliance-tracker,"docs: RCA UMR-20260807-130357-b4e9 killed -- non-crash decline, precondition resolved, scope still undelivered",open,2026-08-13T22:36:51Z,https://github.com/FChecklist/compliance-tracker/pull/1117,
compliance-tracker#1113,pr,FChecklist/compliance-tracker,"docs: RCA UMR-20260807-150524-a683 killed mislabel, real decline (gen2 fabricated-exemption saga)",open,2026-08-13T21:35:11Z,https://github.com/FChecklist/compliance-tracker/pull/1113,
compliance-tracker#1110,pr,FChecklist/compliance-tracker,"docs: RCA UMR-20260807-153242-ee23 killed, gen2 real decline mislabeled",open,2026-08-13T20:23:23Z,https://github.com/FChecklist/compliance-tracker/pull/1110,
compliance-tracker#1109,pr,FChecklist/compliance-tracker,RCA: UMR-20260813-171554-e01e killed,open,2026-08-13T19:23:48Z,https://github.com/FChecklist/compliance-tracker/pull/1109,
compliance-tracker#1107,pr,FChecklist/compliance-tracker,RCA: UMR-20260807-153354-a4b5 killed,open,2026-08-13T19:02:36Z,https://github.com/FChecklist/compliance-tracker/pull/1107,
compliance-tracker#1106,pr,FChecklist/compliance-tracker,"docs: RCA UMR-d3a3 killed, real work already fully complete via PR #1081, corrected to completed",open,2026-08-13T18:55:15Z,https://github.com/FChecklist/compliance-tracker/pull/1106,
compliance-tracker#1104,pr,FChecklist/compliance-tracker,"docs: RCA UMR-20260807-155947-162a killed, genuine reasoned decline mislabeled",open,2026-08-13T18:46:30Z,https://github.com/FChecklist/compliance-tracker/pull/1104,
compliance-tracker#1097,pr,FChecklist/compliance-tracker,RCA: UMR-20260813-131646-007b status=running but unit dead (write-back bug),open,2026-08-13T16:37:05Z,https://github.com/FChecklist/compliance-tracker/pull/1097,
compliance-tracker#1094,pr,FChecklist/compliance-tracker,"docs: RCA UMR-20260808-074726-d105 (killed) -- correct decline, corrected to completed",open,2026-08-13T16:28:16Z,https://github.com/FChecklist/compliance-tracker/pull/1094,
compliance-tracker#1093,pr,FChecklist/compliance-tracker,"docs: RCA UMR-20260808-081218-7843 (killed) -- clean decline mislabeled, corrected + real remaining scope redispatched",open,2026-08-13T16:26:56Z,https://github.com/FChecklist/compliance-tracker/pull/1093,
compliance-tracker#1091,pr,FChecklist/compliance-tracker,"docs: RCA UMR-20260813-101750-c377 killed, real work already merged, duplicate PR closed",open,2026-08-13T16:15:15Z,https://github.com/FChecklist/compliance-tracker/pull/1091,
compliance-tracker#1089,pr,FChecklist/compliance-tracker,"docs: RCA UMR-20260813-101802-3ad2 (killed) -- real work mislabeled, corrected to completed_unmerged",open,2026-08-13T15:09:41Z,https://github.com/FChecklist/compliance-tracker/pull/1089,
compliance-tracker#1086,pr,FChecklist/compliance-tracker,RCA: UMR-20260808-150937-43d0 killed,open,2026-08-13T14:43:28Z,https://github.com/FChecklist/compliance-tracker/pull/1086,
compliance-tracker#1084,pr,FChecklist/compliance-tracker,RCA: UMR-20260813-091825-7ad8 killed,open,2026-08-13T14:39:56Z,https://github.com/FChecklist/compliance-tracker/pull/1084,
compliance-tracker#1083,pr,FChecklist/compliance-tracker,docs: RCA UMR-20260808-110448-b85c (killed) -- real decline decision mislabeled,open,2026-08-13T13:06:03Z,https://github.com/FChecklist/compliance-tracker/pull/1083,
compliance-tracker#1079,pr,FChecklist/compliance-tracker,"docs: RCA UMR-20260813-035737-1d97 (killed) -- real deliverable existed, corrected to completed",open,2026-08-13T10:01:20Z,https://github.com/FChecklist/compliance-tracker/pull/1079,
compliance-tracker#1078,pr,FChecklist/compliance-tracker,"docs(rca): UMR-20260808-215121-1e87 killed = deliberate self-terminating test probe (no bug, no fix needed)",open,2026-08-13T09:59:12Z,https://github.com/FChecklist/compliance-tracker/pull/1078,
compliance-tracker#1077,pr,FChecklist/compliance-tracker,"docs(rca): UMR-20260813-060311-6eea killed row RCA, real deliverable was produced, DB corrected",open,2026-08-13T09:45:03Z,https://github.com/FChecklist/compliance-tracker/pull/1077,
compliance-tracker#1074,pr,FChecklist/compliance-tracker,"docs(ocid020-cat23): finish UMR-011903-335e -- attribute H6 fix, honest post-deploy re-audit result (UMR-20260809-022853-3078)",open,2026-08-09T02:33:59Z,https://github.com/FChecklist/compliance-tracker/pull/1074,
compliance-tracker#1072,pr,FChecklist/compliance-tracker,docs(ai-os): UMR171945-0024 real caller_identity labeling -- bookkeeping (real fix in veridian-scripts#287),open,2026-08-08T23:57:04Z,https://github.com/FChecklist/compliance-tracker/pull/1072,
compliance-tracker#1071,pr,FChecklist/compliance-tracker,docs: close task-20260808-214926-audit-umr171945-0003-0005-0007-real-stat: TASK 1/TASK 2 already done by a concurrent dispatch,open,2026-08-08T22:29:37Z,https://github.com/FChecklist/compliance-tracker/pull/1071,
compliance-tracker#1069,pr,FChecklist/compliance-tracker,docs: verify UMR171945-0018 already genuinely complete -- no new code needed,open,2026-08-08T21:10:20Z,https://github.com/FChecklist/compliance-tracker/pull/1069,
compliance-tracker#1068,pr,FChecklist/compliance-tracker,"docs: ACTIVE-CLAIMS registration and OCID-045 closure, priority-4 unblock id=520",open,2026-08-08T19:33:15Z,https://github.com/FChecklist/compliance-tracker/pull/1068,
compliance-tracker#1067,pr,FChecklist/compliance-tracker,docs decline supervisor review pipeline merge,open,2026-08-08T16:51:09Z,https://github.com/FChecklist/compliance-tracker/pull/1067,
compliance-tracker#1066,pr,FChecklist/compliance-tracker,docs: OCID-022..066 consolidation -- real category (A/B/C/D) + boolean findings written into all 45 rows,open,2026-08-08T15:30:59Z,https://github.com/FChecklist/compliance-tracker/pull/1066,
compliance-tracker#1065,pr,FChecklist/compliance-tracker,"docs: OCID-020+OCID-021 combined closure -- registration-only, 15 real tracker rows",open,2026-08-08T15:23:03Z,https://github.com/FChecklist/compliance-tracker/pull/1065,
compliance-tracker#1064,pr,FChecklist/compliance-tracker,docs: task-gateway.py audit-24-points (real work in veridian-scripts PR #280),open,2026-08-08T15:17:51Z,https://github.com/FChecklist/compliance-tracker/pull/1064,
compliance-tracker#1063,pr,FChecklist/compliance-tracker,docs(OCID-022..066): registration-only -- consolidated completion project (UMR-20260808-150937-43d0),open,2026-08-08T15:14:50Z,https://github.com/FChecklist/compliance-tracker/pull/1063,
compliance-tracker#1062,pr,FChecklist/compliance-tracker,docs: audit-24-points master_issue_tracker persistence addendum -- list-issues --linked-umr-id filter + tested pattern (veridian-scripts PR #279),open,2026-08-08T14:38:31Z,https://github.com/FChecklist/compliance-tracker/pull/1062,
compliance-tracker#1061,pr,FChecklist/compliance-tracker,docs: PM decision on e122 (Option B) implemented -- veridian-scripts PR #278 + bc77/875a/e122 dead-unit rows reconciled,open,2026-08-08T14:35:20Z,https://github.com/FChecklist/compliance-tracker/pull/1061,
compliance-tracker#1060,pr,FChecklist/compliance-tracker,docs: decline task-gateway.py audit-24-points -- queue dependency e122 still not landed,open,2026-08-08T14:25:06Z,https://github.com/FChecklist/compliance-tracker/pull/1060,
compliance-tracker#1059,pr,FChecklist/compliance-tracker,"docs: decline audit-24-points persistence addendum -- live stop-work-order gate blocks it, new root cause found",open,2026-08-08T13:19:04Z,https://github.com/FChecklist/compliance-tracker/pull/1059,
compliance-tracker#1058,pr,FChecklist/compliance-tracker,docs: decline task-gateway.py audit-24-points -- unmet queue dependency (UMR-20260808-121334-e122),open,2026-08-08T13:08:42Z,https://github.com/FChecklist/compliance-tracker/pull/1058,
compliance-tracker#1057,pr,FChecklist/compliance-tracker,"docs: decline task-gateway merge, real stop-work-order gate blocks it (UMR-20260808-121334-e122)",open,2026-08-08T12:25:21Z,https://github.com/FChecklist/compliance-tracker/pull/1057,
compliance-tracker#1056,pr,FChecklist/compliance-tracker,docs: decline merge of veridian-ai-os PR #11 (6th-gen stop-work-order-lifted claim),open,2026-08-08T10:45:56Z,https://github.com/FChecklist/compliance-tracker/pull/1056,
compliance-tracker#1055,pr,FChecklist/compliance-tracker,docs: decline stop-work-order lift claim (commit ca513ca unmerged/stray-branch),open,2026-08-08T10:06:32Z,https://github.com/FChecklist/compliance-tracker/pull/1055,
compliance-tracker#1054,pr,FChecklist/compliance-tracker,chore(deps): bump @tanstack/react-table from 8.21.3 to 9.1.2,open,2026-08-07T23:26:51Z,https://github.com/FChecklist/compliance-tracker/pull/1054,
compliance-tracker#1053,pr,FChecklist/compliance-tracker,docs: close out stop-work-order gate task (UMR-20260807-161418-a63f) -- veridian-scripts PR #272 merged,open,2026-08-07T16:42:04Z,https://github.com/FChecklist/compliance-tracker/pull/1053,
compliance-tracker#1052,pr,FChecklist/compliance-tracker,"docs: close UMR-20260807-161418-a63f correction — stop-work-order gate verified, not duplicated",open,2026-08-07T16:28:37Z,https://github.com/FChecklist/compliance-tracker/pull/1052,
compliance-tracker#1050,pr,FChecklist/compliance-tracker,"docs: decline Phase 2 sub-phase-1 queue build -- exemption claim fabricated, laundered into uncommitted YAML",open,2026-08-07T15:37:16Z,https://github.com/FChecklist/compliance-tracker/pull/1050,
compliance-tracker#1049,pr,FChecklist/compliance-tracker,"docs: task-20260807-074002 -- duplicate dispatch, stuck-task+heartbeat already live (veridian-scripts PR #14)",open,2026-08-07T14:14:48Z,https://github.com/FChecklist/compliance-tracker/pull/1049,
compliance-tracker#1048,pr,FChecklist/compliance-tracker,chore: register+close ACTIVE-CLAIMS for task-20260807-071602 (PR #1047),open,2026-08-07T13:57:17Z,https://github.com/FChecklist/compliance-tracker/pull/1048,
compliance-tracker#1047,pr,FChecklist/compliance-tracker,docs: AI-Readable Technical Documentation gap closure (8/10 findings),open,2026-08-07T13:56:22Z,https://github.com/FChecklist/compliance-tracker/pull/1047,
compliance-tracker#1046,pr,FChecklist/compliance-tracker,"AI Cost Governance & FinOps: per-tenant UI, invoice reconciliation, cross-repo spend guardrail",open,2026-08-07T13:55:05Z,https://github.com/FChecklist/compliance-tracker/pull/1046,
compliance-tracker#1045,pr,FChecklist/compliance-tracker,docs: real completion audit -- VERI Chat composer UX live click-through (2026-08-07),open,2026-08-07T12:51:03Z,https://github.com/FChecklist/compliance-tracker/pull/1045,
compliance-tracker#1044,pr,FChecklist/compliance-tracker,"docs: Phase 2 Task #44 final 2 gates -- gate 1 (#630) confirmed merged, gate 2 (#632) CI-green/audited but blocked on repo-wide branch-protection deadlock",open,2026-08-07T12:50:07Z,https://github.com/FChecklist/compliance-tracker/pull/1044,
compliance-tracker#1043,pr,FChecklist/compliance-tracker,"docs: real completion audit -- UI/UX, VERI Chat, VERI assistant, PROJEXA-AI.COM (2026-08-07)",open,2026-08-07T11:57:53Z,https://github.com/FChecklist/compliance-tracker/pull/1043,
compliance-tracker#1042,pr,FChecklist/compliance-tracker,docs: close go-live cross-reference sweep as duplicate of PR #1035 (independent audit added),open,2026-08-07T11:48:49Z,https://github.com/FChecklist/compliance-tracker/pull/1042,
compliance-tracker#1041,pr,FChecklist/compliance-tracker,docs: close task-20260807-064738 as verified duplicate of PR #1033 (merge-8-clean-PRs directive),open,2026-08-07T11:10:08Z,https://github.com/FChecklist/compliance-tracker/pull/1041,
compliance-tracker#1040,pr,FChecklist/compliance-tracker,docs: AI Documentation / Documentation Lifecycle -- 4th duplicate dispatch confirmed (no re-implementation),open,2026-08-07T10:50:26Z,https://github.com/FChecklist/compliance-tracker/pull/1040,
compliance-tracker#1039,pr,FChecklist/compliance-tracker,docs: AI Documentation / Documentation Lifecycle -- duplicate dispatch confirmed (PR #685 already closes it) + 4 new tracked security gaps,open,2026-08-07T10:28:49Z,https://github.com/FChecklist/compliance-tracker/pull/1039,
compliance-tracker#1038,pr,FChecklist/compliance-tracker,"docs: AI Documentation gap-closure (10 findings, UMR-20260801-170930-2080 sub-task)",open,2026-08-07T10:20:42Z,https://github.com/FChecklist/compliance-tracker/pull/1038,
compliance-tracker#1037,pr,FChecklist/compliance-tracker,Cognitive Architecture: deterministic-first riskLevel for construction budget/schedule risk,open,2026-08-07T08:15:16Z,https://github.com/FChecklist/compliance-tracker/pull/1037,
compliance-tracker#1036,pr,FChecklist/compliance-tracker,Cloud Deployment / Deployment Operations gap-closure (5 findings),open,2026-08-07T08:13:52Z,https://github.com/FChecklist/compliance-tracker/pull/1036,
compliance-tracker#1035,pr,FChecklist/compliance-tracker,docs: go-live master-initiative cross-reference sweep (UMR-20260802-035156-85d2),open,2026-08-07T07:54:16Z,https://github.com/FChecklist/compliance-tracker/pull/1035,
compliance-tracker#1034,pr,FChecklist/compliance-tracker,docs: final closure -- MASTER_INDEX.yaml reconciliation already resolved (UMR-20260802-080051-6e48),open,2026-08-07T07:49:14Z,https://github.com/FChecklist/compliance-tracker/pull/1034,
compliance-tracker#1033,pr,FChecklist/compliance-tracker,docs: real live PR-status findings for merge-8-clean-PRs directive (UMR-20260802-024829-75ae),open,2026-08-07T07:48:31Z,https://github.com/FChecklist/compliance-tracker/pull/1033,
compliance-tracker#1032,pr,FChecklist/compliance-tracker,"docs: AI Documentation / Documentation Lifecycle -- duplicate dispatch, PR #685 already closes all 5 findings",open,2026-08-07T07:44:54Z,https://github.com/FChecklist/compliance-tracker/pull/1032,
compliance-tracker#1031,pr,FChecklist/compliance-tracker,"docs: AI-Readable Technical Documentation gap closure, rescued from stale PR #684 (10 findings)",open,2026-08-07T07:32:49Z,https://github.com/FChecklist/compliance-tracker/pull/1031,
compliance-tracker#1030,pr,FChecklist/compliance-tracker,docs: decline duplicate re-dispatch of already-reverted dynamic-concurrency-cap (UMR-20260801-173320-f35a),open,2026-08-07T07:17:40Z,https://github.com/FChecklist/compliance-tracker/pull/1030,
compliance-tracker#1029,pr,FChecklist/compliance-tracker,docs: Sentinel-triggered area-2 status check + dead-zone requeue (UMR-20260802-045254-07f3),open,2026-08-07T07:06:02Z,https://github.com/FChecklist/compliance-tracker/pull/1029,
compliance-tracker#1028,pr,FChecklist/compliance-tracker,fix(worker-entrypoint mirror): surface real failing gate name(s) instead of hardcoded placeholder,open,2026-08-07T07:01:11Z,https://github.com/FChecklist/compliance-tracker/pull/1028,
compliance-tracker#1027,pr,FChecklist/compliance-tracker,"docs: real live status check for PR #685 and #687 (verification-only, no code changes)",open,2026-08-07T07:01:07Z,https://github.com/FChecklist/compliance-tracker/pull/1027,
compliance-tracker#1026,pr,FChecklist/compliance-tracker,docs: independent Rule 7c audit of PR #630/#632 (Phase 2 Task #44 gates),open,2026-08-07T06:57:00Z,https://github.com/FChecklist/compliance-tracker/pull/1026,
compliance-tracker#1025,pr,FChecklist/compliance-tracker,"docs: 800-task-records audit -- real root-cause diagnosis, dedup, 5 safe UMR registrations",open,2026-08-07T06:42:06Z,https://github.com/FChecklist/compliance-tracker/pull/1025,
compliance-tracker#1024,pr,FChecklist/compliance-tracker,docs: rebase+continue batch disposition of 47 (not 166) balance-exhausted tasks,open,2026-08-07T06:41:01Z,https://github.com/FChecklist/compliance-tracker/pull/1024,
compliance-tracker#1023,pr,FChecklist/compliance-tracker,docs: cleanup-closed-6-stale-awaiting-approval -- close 6 task.yaml records to status=completed,open,2026-08-07T06:37:56Z,https://github.com/FChecklist/compliance-tracker/pull/1023,
compliance-tracker#1022,pr,FChecklist/compliance-tracker,docs: decline stale re-dispatch of already-reverted dynamic-concurrency-cap design (UMR-20260801-173320-f35a),open,2026-08-07T06:31:41Z,https://github.com/FChecklist/compliance-tracker/pull/1022,
compliance-tracker#1021,pr,FChecklist/compliance-tracker,"Cloud Deployment / Deployment Automation gap-closure: staging env strategy, deployment SLO tracker, rollback drill",open,2026-08-07T05:51:43Z,https://github.com/FChecklist/compliance-tracker/pull/1021,
compliance-tracker#1020,pr,FChecklist/compliance-tracker,Close Commercial/Subscription & Pricing Model gap: real platform billing,open,2026-08-07T05:07:04Z,https://github.com/FChecklist/compliance-tracker/pull/1020,
compliance-tracker#1019,pr,FChecklist/compliance-tracker,Close Cache & Synchronization / Cache Integrity & Security gaps (3 findings),open,2026-08-07T04:56:44Z,https://github.com/FChecklist/compliance-tracker/pull/1019,
compliance-tracker#1015,pr,FChecklist/compliance-tracker,VERI Reward: close 11 Review Framework gap-closure findings (CRM & Sales Modules),open,2026-08-07T01:42:24Z,https://github.com/FChecklist/compliance-tracker/pull/1015,
compliance-tracker#1014,pr,FChecklist/compliance-tracker,CRM Leads: gap-closure for 13 Review Framework findings,open,2026-08-07T01:38:44Z,https://github.com/FChecklist/compliance-tracker/pull/1014,
compliance-tracker#1013,pr,FChecklist/compliance-tracker,"Sales Dashboard gap-closure: RBAC, export, AI summary, WoW alert, currency fix on /crm/sales-pipeline",open,2026-08-07T01:36:51Z,https://github.com/FChecklist/compliance-tracker/pull/1013,
compliance-tracker#1012,pr,FChecklist/compliance-tracker,"docs: close governance-reconciliation escalation as false premise, live-reverified (UMR-20260806-095628-5547)",open,2026-08-07T00:33:09Z,https://github.com/FChecklist/compliance-tracker/pull/1012,
compliance-tracker#1011,pr,FChecklist/compliance-tracker,"docs: PM approval of proposal 62 -- real throughput proof (condition 2), duplicate-dispatch coordination",open,2026-08-07T00:02:35Z,https://github.com/FChecklist/compliance-tracker/pull/1011,
compliance-tracker#1010,pr,FChecklist/compliance-tracker,docs: UMR-20260806-135902-cf13 / proposal 86 -- duplicate-check + completion-record closure (no code change),open,2026-08-06T23:57:09Z,https://github.com/FChecklist/compliance-tracker/pull/1010,
compliance-tracker#1009,pr,FChecklist/compliance-tracker,"docs: real reconcile-stale sweep (UMR-20260806-235333-3587, parent 1d28)",open,2026-08-06T23:55:51Z,https://github.com/FChecklist/compliance-tracker/pull/1009,
compliance-tracker#1008,pr,FChecklist/compliance-tracker,docs: veridian-directive-engine.service stop-audit instrumentation (task-20260806-230715),open,2026-08-06T23:24:19Z,https://github.com/FChecklist/compliance-tracker/pull/1008,
compliance-tracker#1007,pr,FChecklist/compliance-tracker,docs: real audit of ZAI-COMMS-01/DEEPSEEK-COMMS-02 pilots -- both already fixed via PR #978/#979,open,2026-08-06T23:18:45Z,https://github.com/FChecklist/compliance-tracker/pull/1007,
compliance-tracker#1006,pr,FChecklist/compliance-tracker,docs: PM decision on owner proposals 47/48 -- duplicate dispatch + real directive-engine enable fix,open,2026-08-06T23:12:56Z,https://github.com/FChecklist/compliance-tracker/pull/1006,
compliance-tracker#1005,pr,FChecklist/compliance-tracker,docs: dispatch-queue urgent-blocker SPEC verified false/stale premise (task-20260806-223210),open,2026-08-06T22:38:05Z,https://github.com/FChecklist/compliance-tracker/pull/1005,
compliance-tracker#1004,pr,FChecklist/compliance-tracker,docs: Z.AI GTM findings closure -- Tranche-1 catch-up cycle (UMR-20260806-101802-a350),open,2026-08-06T22:35:45Z,https://github.com/FChecklist/compliance-tracker/pull/1004,
compliance-tracker#1003,pr,FChecklist/compliance-tracker,"docs: Z.AI GTM findings confirmation task -- files real, merge/enumeration already done elsewhere",open,2026-08-06T22:35:13Z,https://github.com/FChecklist/compliance-tracker/pull/1003,
compliance-tracker#1000,pr,FChecklist/compliance-tracker,"docs: real memory-pressure escalation investigation -- PID 2275852 gone, not the known stuck-loop bug",open,2026-08-06T19:59:40Z,https://github.com/FChecklist/compliance-tracker/pull/1000,
compliance-tracker#999,pr,FChecklist/compliance-tracker,docs: real disk root-cause re-verify + node_modules prune recurrence-fix (UMR-20260806-082230-54b8),open,2026-08-06T19:57:00Z,https://github.com/FChecklist/compliance-tracker/pull/999,
compliance-tracker#998,pr,FChecklist/compliance-tracker,"docs(re-dispatch): recover+merge dead-zone auto-remediation fix stranded by a stale force-push (UMR-20260806-115538-1e55, UMR-20260806-115605-854d)",open,2026-08-06T16:49:07Z,https://github.com/FChecklist/compliance-tracker/pull/998,
compliance-tracker#997,pr,FChecklist/compliance-tracker,feat: build CO-001/CO-003/FI-GL-002/007/008/SD-006 calculation-track engines,open,2026-08-06T16:33:17Z,https://github.com/FChecklist/compliance-tracker/pull/997,
compliance-tracker#996,pr,FChecklist/compliance-tracker,"docs: re-dispatch verification, relay dead-zone fix already merged (veridian-scripts PR #191)",open,2026-08-06T16:12:30Z,https://github.com/FChecklist/compliance-tracker/pull/996,
compliance-tracker#995,pr,FChecklist/compliance-tracker,CO-001/CO-003/FI-GL-002/FI-GL-007/FI-GL-008: calculation-track engine build,open,2026-08-06T15:58:54Z,https://github.com/FChecklist/compliance-tracker/pull/995,
compliance-tracker#994,pr,FChecklist/compliance-tracker,fix(security): add CSP-Report-Only + X-Frame-Options: DENY (closes proposals 92 + 93),open,2026-08-06T15:41:06Z,https://github.com/FChecklist/compliance-tracker/pull/994,
compliance-tracker#993,pr,FChecklist/compliance-tracker,docs: close dispatch-queue starvation task as duplicate of merged veridian-scripts#153,open,2026-08-06T15:21:33Z,https://github.com/FChecklist/compliance-tracker/pull/993,
compliance-tracker#992,pr,FChecklist/compliance-tracker,docs: close owner cap+report directive as duplicate of already-merged PR #149 (veridian-scripts),open,2026-08-06T15:18:40Z,https://github.com/FChecklist/compliance-tracker/pull/992,
compliance-tracker#990,pr,FChecklist/compliance-tracker,docs: real umr_tasks status=failed corrections applied via veridian-scripts#178,open,2026-08-06T14:37:30Z,https://github.com/FChecklist/compliance-tracker/pull/990,
compliance-tracker#989,pr,FChecklist/compliance-tracker,docs: OCID-020 cat19 verify+re-attach fix provenance (UMR-20260806-142923-75c7),open,2026-08-06T14:31:56Z,https://github.com/FChecklist/compliance-tracker/pull/989,
compliance-tracker#986,pr,FChecklist/compliance-tracker,docs: OCID-067 VEDTOCP Enterprise Digital Twin Program registration (LOCKED),open,2026-08-06T13:29:47Z,https://github.com/FChecklist/compliance-tracker/pull/986,
compliance-tracker#985,pr,FChecklist/compliance-tracker,"PM decision: re-confirm OCID-038 honest final sweep, still not fully complete",open,2026-08-06T13:27:27Z,https://github.com/FChecklist/compliance-tracker/pull/985,
compliance-tracker#984,pr,FChecklist/compliance-tracker,docs: close duplicate PR #885 (OCID-038 already resolved on main via PR #886),open,2026-08-06T12:38:44Z,https://github.com/FChecklist/compliance-tracker/pull/984,
compliance-tracker#983,pr,FChecklist/compliance-tracker,docs: backfill ACTIVE-CLAIMS.yaml completion record for Group C PR monitoring (OCID-021),open,2026-08-06T12:36:37Z,https://github.com/FChecklist/compliance-tracker/pull/983,
compliance-tracker#981,pr,FChecklist/compliance-tracker,docs: close OCID-063 small-implementation task as duplicate of already-merged work,open,2026-08-06T11:49:35Z,https://github.com/FChecklist/compliance-tracker/pull/981,
compliance-tracker#980,pr,FChecklist/compliance-tracker,chore: close out task-20260804-063409 -- veridian-scripts PR #19 independent review confirmed complete,open,2026-08-06T11:46:24Z,https://github.com/FChecklist/compliance-tracker/pull/980,
compliance-tracker#979,pr,FChecklist/compliance-tracker,"fix: layout.tsx PWA installability metadata (Z.AI MP-12/13/14, external agent provenance: ZAI-COMMS-02) -- needs human review",open,2026-08-06T11:31:03Z,https://github.com/FChecklist/compliance-tracker/pull/979,
compliance-tracker#978,pr,FChecklist/compliance-tracker,"fix: sitemap.ts canonical domain (Z.AI CB-09, external agent provenance: DEEPSEEK-COMMS-03) -- needs human review",open,2026-08-06T11:30:40Z,https://github.com/FChecklist/compliance-tracker/pull/978,
compliance-tracker#977,pr,FChecklist/compliance-tracker,docs: register Mandatory Governance Directive as CONSTITUTION.yaml SEC-08,open,2026-08-06T10:53:25Z,https://github.com/FChecklist/compliance-tracker/pull/977,
compliance-tracker#976,pr,FChecklist/compliance-tracker,"docs: PM decision closure -- OCID-039 UMR confirmed, PR #789 merge verified, Group C closure located and confirmed complete",open,2026-08-06T10:50:31Z,https://github.com/FChecklist/compliance-tracker/pull/976,
